word,score,sources,cefr_rank,taiwan_rank,corpus_rank
harbor,0.7295,"CEFR,Corpus,Taiwan",4.0,1717,4776
impossible,0.7295,"CEFR,Corpus,Taiwan",4.0,1851,4446
to,0.7295,"CEFR,Corpus,Taiwan",4.0,3649,4
noise,0.7294,"CEFR,Corpus,Taiwan",4.0,2413,3061
sound,0.7294,"CEFR,Corpus,Taiwan",4.0,3327,803
genuine,0.7293,"CEFR,Corpus,Taiwan",4.0,1622,5018
secure,0.7292,"CEFR,Corpus,Taiwan",4.0,3128,1300
time,0.7291,"CEFR,Corpus,Taiwan",4.0,3636,50
favor,0.729,"CEFR,Corpus,Taiwan",4.0,1449,5455
student,0.729,"CEFR,Corpus,Taiwan",4.0,3438,542
mile,0.7288,"CEFR,Corpus,Taiwan",4.0,2277,3417
quickly,0.7287,"CEFR,Corpus,Taiwan",4.0,2844,2018
perform,0.7287,"CEFR,Corpus,Taiwan",4.0,2603,2614
technology,0.7285,"CEFR,Corpus,Taiwan",4.0,3549,285
procedure,0.7279,"CEFR,Corpus,Taiwan",4.0,2769,2230
construct,0.7278,"CEFR,Corpus,Taiwan",4.0,839,7004
relevant,0.7277,"CEFR,Corpus,Taiwan",4.0,2940,1816
protect,0.7276,"CEFR,Corpus,Taiwan",4.0,2803,2157
silver,0.7273,"CEFR,Corpus,Taiwan",4.0,3240,1087
onto,0.7272,"CEFR,Corpus,Taiwan",4.0,2488,2948
diagram,0.7271,"CEFR,Corpus,Taiwan",4.0,1078,6435
mouth,0.7271,"CEFR,Corpus,Taiwan",4.0,2336,3327
desperate,0.7269,"CEFR,Corpus,Taiwan",4.0,1057,6496
respect,0.7268,"CEFR,Corpus,Taiwan",4.0,2998,1701
through,0.7268,"CEFR,Corpus,Taiwan",4.0,3620,166
lesson,0.7267,"CEFR,Corpus,Taiwan",4.0,2089,3952
powerful,0.7266,"CEFR,Corpus,Taiwan",4.0,2723,2389
inquiry,0.7265,"CEFR,Corpus,Taiwan",4.0,1910,4400
outdoors,0.7263,"CEFR,Corpus,Taiwan",4.0,2525,2887
produce,0.7263,"CEFR,Corpus,Taiwan",4.0,2774,2273
restaurant,0.7262,"CEFR,Corpus,Taiwan",4.0,3005,1704
interpretation,0.7262,"CEFR,Corpus,Taiwan",4.0,1945,4325
recommend,0.7261,"CEFR,Corpus,Taiwan",4.0,2896,1976
sort,0.726,"CEFR,Corpus,Taiwan",4.0,3324,923
quantity,0.7259,"CEFR,Corpus,Taiwan",4.0,2838,2126
table,0.7258,"CEFR,Corpus,Taiwan",4.0,3513,464
statement,0.7254,"CEFR,Corpus,Taiwan",4.0,3384,795
measurement,0.7254,"CEFR,Corpus,Taiwan",4.0,2238,3627
dozen,0.7251,"CEFR,Corpus,Taiwan",4.0,1170,6276
top,0.7251,"CEFR,Corpus,Taiwan",4.0,3668,104
mirror,0.725,"CEFR,Corpus,Taiwan",4.0,2295,3498
six,0.725,"CEFR,Corpus,Taiwan",4.0,3258,1121
equally,0.7249,"CEFR,Corpus,Taiwan",4.0,1317,5918
permanent,0.7249,"CEFR,Corpus,Taiwan",4.0,2608,2729
infection,0.7248,"CEFR,Corpus,Taiwan",4.0,1890,4507
text,0.7248,"CEFR,Corpus,Taiwan",4.0,3573,349
occur,0.7247,"CEFR,Corpus,Taiwan",4.0,2457,3110
profit,0.7244,"CEFR,Corpus,Taiwan",4.0,2783,2314
physics,0.7243,"CEFR,Corpus,Taiwan",4.0,2635,2681
elegant,0.7242,"CEFR,Corpus,Taiwan",4.0,1249,6109
team,0.7241,"CEFR,Corpus,Taiwan",4.0,3542,449
milk,0.724,"CEFR,Corpus,Taiwan",4.0,2281,3567
reduce,0.7237,"CEFR,Corpus,Taiwan",4.0,2905,2036
think,0.7236,"CEFR,Corpus,Taiwan",4.0,3599,325
senior,0.7235,"CEFR,Corpus,Taiwan",4.0,3146,1445
philosophy,0.7233,"CEFR,Corpus,Taiwan",4.0,2622,2747
joy,0.7233,"CEFR,Corpus,Taiwan",4.0,2002,4281
massive,0.7232,"CEFR,Corpus,Taiwan",4.0,2216,3754
speed,0.7231,"CEFR,Corpus,Taiwan",4.0,3344,969
leg,0.7231,"CEFR,Corpus,Taiwan",4.0,2081,4093
sun,0.7229,"CEFR,Corpus,Taiwan",4.0,3479,645
priority,0.7228,"CEFR,Corpus,Taiwan",4.0,2760,2424
quarter,0.7228,"CEFR,Corpus,Taiwan",4.0,2839,2229
ignore,0.7227,"CEFR,Corpus,Taiwan",4.0,1832,4719
someone,0.7227,"CEFR,Corpus,Taiwan",4.0,3312,1062
ship,0.7226,"CEFR,Corpus,Taiwan",4.0,3198,1348
three,0.7225,"CEFR,Corpus,Taiwan",4.0,3618,314
soon,0.7224,"CEFR,Corpus,Taiwan",4.0,3321,1052
solution,0.7223,"CEFR,Corpus,Taiwan",4.0,3306,1091
neither,0.7223,"CEFR,Corpus,Taiwan",4.0,2388,3360
grass,0.7222,"CEFR,Corpus,Taiwan",4.0,1677,5118
resort,0.7222,"CEFR,Corpus,Taiwan",4.0,2995,1864
tax,0.7221,"CEFR,Corpus,Taiwan",4.0,3536,531
afterwards,0.7219,"CEFR,Corpus,Taiwan",4.0,92,9046
pair,0.7217,"CEFR,Corpus,Taiwan",4.0,2551,2978
fame,0.7216,"CEFR,Corpus,Taiwan",4.0,1427,5756
rank,0.7215,"CEFR,Corpus,Taiwan",4.0,2860,2219
religion,0.7214,"CEFR,Corpus,Taiwan",4.0,2942,2021
herself,0.7212,"CEFR,Corpus,Taiwan",4.0,1761,4946
navy,0.7212,"CEFR,Corpus,Taiwan",4.0,2373,3434
today,0.721,"CEFR,Corpus,Taiwan",4.0,3650,284
style,0.721,"CEFR,Corpus,Taiwan",4.0,3445,792
promote,0.721,"CEFR,Corpus,Taiwan",4.0,2792,2406
session,0.7207,"CEFR,Corpus,Taiwan",4.0,3163,1498
recovery,0.7206,"CEFR,Corpus,Taiwan",4.0,2902,2147
mechanical,0.7206,"CEFR,Corpus,Taiwan",4.0,2241,3781
simply,0.7205,"CEFR,Corpus,Taiwan",4.0,3244,1305
test,0.7205,"CEFR,Corpus,Taiwan",4.0,3569,502
step,0.7203,"CEFR,Corpus,Taiwan",4.0,3398,930
independence,0.7202,"CEFR,Corpus,Taiwan",4.0,1873,4703
sure,0.7201,"CEFR,Corpus,Taiwan",4.0,3488,716
royal,0.7198,"CEFR,Corpus,Taiwan",4.0,3049,1808
sense,0.7198,"CEFR,Corpus,Taiwan",4.0,3147,1568
curious,0.7195,"CEFR,Corpus,Taiwan",4.0,947,7013
reach,0.7195,"CEFR,Corpus,Taiwan",4.0,2873,2254
involvement,0.7192,"CEFR,Corpus,Taiwan",4.0,1959,4523
travel,0.7192,"CEFR,Corpus,Taiwan",4.0,3701,220
decorative,0.719,"CEFR,Corpus,Taiwan",4.0,1009,6876
hunt,0.7189,"CEFR,Corpus,Taiwan",4.0,1819,4878
two,0.7189,"CEFR,Corpus,Taiwan",4.0,3747,116
breathing,0.7188,"CEFR,Corpus,Taiwan",4.0,478,8195
stay,0.7188,"CEFR,Corpus,Taiwan",4.0,3390,1001
cow,0.7188,"CEFR,Corpus,Taiwan",4.0,909,7132
total,0.7185,"CEFR,Corpus,Taiwan",4.0,3671,315
thread,0.7185,"CEFR,Corpus,Taiwan",4.0,3614,457
briefly,0.7184,"CEFR,Corpus,Taiwan",4.0,483,8196
title,0.7184,"CEFR,Corpus,Taiwan",4.0,3647,378
submit,0.7184,"CEFR,Corpus,Taiwan",4.0,3449,868
engage,0.7182,"CEFR,Corpus,Taiwan",4.0,1285,6220
significant,0.7182,"CEFR,Corpus,Taiwan",4.0,3234,1406
muscle,0.718,"CEFR,Corpus,Taiwan",4.0,2352,3591
permit,0.718,"CEFR,Corpus,Taiwan",4.0,2610,2955
sector,0.7178,"CEFR,Corpus,Taiwan",4.0,3127,1685
farmer,0.7175,"CEFR,Corpus,Taiwan",4.0,1438,5867
lay,0.7175,"CEFR,Corpus,Taiwan",4.0,2063,4324
song,0.7174,"CEFR,Corpus,Taiwan",4.0,3318,1225
scale,0.7174,"CEFR,Corpus,Taiwan",4.0,3095,1777
objective,0.7174,"CEFR,Corpus,Taiwan",4.0,2446,3381
lecture,0.7167,"CEFR,Corpus,Taiwan",4.0,2077,4316
peak,0.7166,"CEFR,Corpus,Taiwan",4.0,2594,3039
boring,0.7165,"CEFR,Corpus,Taiwan",4.0,444,8356
stop,0.7163,"CEFR,Corpus,Taiwan",4.0,3408,1038
up,0.7162,"CEFR,Corpus,Taiwan",4.0,3808,54
novel,0.7161,"CEFR,Corpus,Taiwan",4.0,2432,3456
practical,0.7161,"CEFR,Corpus,Taiwan",4.0,2724,2735
root,0.716,"CEFR,Corpus,Taiwan",4.0,3041,1955
participate,0.7158,"CEFR,Corpus,Taiwan",4.0,2566,3136
queen,0.7158,"CEFR,Corpus,Taiwan",4.0,2840,2460
newly,0.7158,"CEFR,Corpus,Taiwan",4.0,2399,3550
confusion,0.7157,"CEFR,Corpus,Taiwan",4.0,820,7453
us,0.7156,"CEFR,Corpus,Taiwan",4.0,3824,35
term,0.7156,"CEFR,Corpus,Taiwan",4.0,3565,676
too,0.7155,"CEFR,Corpus,Taiwan",4.0,3663,436
under,0.7154,"CEFR,Corpus,Taiwan",4.0,3764,190
type,0.7152,"CEFR,Corpus,Taiwan",4.0,3748,235
stuff,0.7151,"CEFR,Corpus,Taiwan",4.0,3443,992
secretary,0.7149,"CEFR,Corpus,Taiwan",4.0,3124,1787
mention,0.7149,"CEFR,Corpus,Taiwan",4.0,2255,3935
religious,0.7149,"CEFR,Corpus,Taiwan",4.0,2943,2235
tell,0.7149,"CEFR,Corpus,Taiwan",4.0,3555,723
drag,0.7148,"CEFR,Corpus,Taiwan",4.0,1172,6613
planet,0.7146,"CEFR,Corpus,Taiwan",4.0,2657,2950
excluding,0.7146,"CEFR,Corpus,Taiwan",4.0,1367,6139
use,0.7146,"CEFR,Corpus,Taiwan",4.0,3827,61
incident,0.7142,"CEFR,Corpus,Taiwan",4.0,1863,4926
talk,0.714,"CEFR,Corpus,Taiwan",4.0,3529,816
technical,0.714,"CEFR,Corpus,Taiwan",4.0,3546,776
presence,0.7139,"CEFR,Corpus,Taiwan",4.0,2735,2782
intelligent,0.7139,"CEFR,Corpus,Taiwan",4.0,1932,4767
proposal,0.7137,"CEFR,Corpus,Taiwan",4.0,2799,2629
luck,0.7135,"CEFR,Corpus,Taiwan",4.0,2164,4206
training,0.7134,"CEFR,Corpus,Taiwan",4.0,3692,435
university,0.7133,"CEFR,Corpus,Taiwan",4.0,3791,193
spring,0.7133,"CEFR,Corpus,Taiwan",4.0,3364,1249
united,0.713,"CEFR,Corpus,Taiwan",4.0,3788,210
meat,0.7129,"CEFR,Corpus,Taiwan",4.0,2239,4041
used,0.7127,"CEFR,Corpus,Taiwan",4.0,3828,122
skin,0.7125,"CEFR,Corpus,Taiwan",4.0,3269,1509
topic,0.7124,"CEFR,Corpus,Taiwan",4.0,3669,524
hurt,0.7123,"CEFR,Corpus,Taiwan",4.0,1821,5093
sport,0.7123,"CEFR,Corpus,Taiwan",4.0,3360,1291
summary,0.7122,"CEFR,Corpus,Taiwan",4.0,3477,1006
dying,0.7121,"CEFR,Corpus,Taiwan",4.0,1203,6628
scientific,0.712,"CEFR,Corpus,Taiwan",4.0,3106,1929
pin,0.7118,"CEFR,Corpus,Taiwan",4.0,2646,3071
mystery,0.7117,"CEFR,Corpus,Taiwan",4.0,2361,3778
confident,0.7117,"CEFR,Corpus,Taiwan",4.0,811,7608
son,0.7117,"CEFR,Corpus,Taiwan",4.0,3317,1417
mad,0.7115,"CEFR,Corpus,Taiwan",4.0,2174,4248
affair,0.7114,"CEFR,Corpus,Taiwan",4.0,83,9420
view,0.7113,"CEFR,Corpus,Taiwan",4.0,3864,79
kiss,0.7111,"CEFR,Corpus,Taiwan",4.0,2030,4618
rich,0.711,"CEFR,Corpus,Taiwan",4.0,3022,2169
reality,0.711,"CEFR,Corpus,Taiwan",4.0,2882,2515
principal,0.7109,"CEFR,Corpus,Taiwan",4.0,2755,2831
previously,0.7109,"CEFR,Corpus,Taiwan",4.0,2749,2846
hero,0.7109,"CEFR,Corpus,Taiwan",4.0,1759,5294
fortune,0.7106,"CEFR,Corpus,Taiwan",4.0,1552,5816
user,0.7105,"CEFR,Corpus,Taiwan",4.0,3832,185
poetry,0.7102,"CEFR,Corpus,Taiwan",4.0,2677,3049
greatly,0.7099,"CEFR,Corpus,Taiwan",4.0,1682,5517
station,0.7099,"CEFR,Corpus,Taiwan",4.0,3386,1307
sunday,0.7099,"CEFR,Corpus,Taiwan",4.0,3480,1075
characteristic,0.7098,"CEFR,Corpus,Taiwan",4.0,636,8104
mainly,0.7098,"CEFR,Corpus,Taiwan",4.0,2182,4284
lift,0.7095,"CEFR,Corpus,Taiwan",4.0,2099,4499
distribute,0.7095,"CEFR,Corpus,Taiwan",4.0,1138,6874
normally,0.7095,"CEFR,Corpus,Taiwan",4.0,2421,3704
structure,0.7094,"CEFR,Corpus,Taiwan",4.0,3436,1199
we,0.7092,"CEFR,Corpus,Taiwan",4.0,3912,31
essentially,0.7092,"CEFR,Corpus,Taiwan",4.0,1325,6424
video,0.7091,"CEFR,Corpus,Taiwan",4.0,3862,156
lamp,0.709,"CEFR,Corpus,Taiwan",4.0,2045,4652
supply,0.7089,"CEFR,Corpus,Taiwan",4.0,3484,1098
very,0.7089,"CEFR,Corpus,Taiwan",4.0,3858,174
thing,0.7088,"CEFR,Corpus,Taiwan",4.0,3597,823
thanks,0.7087,"CEFR,Corpus,Taiwan",4.0,3576,877
prescription,0.7086,"CEFR,Corpus,Taiwan",4.0,2734,2962
tv,0.7085,"CEFR,Corpus,Taiwan",4.0,3738,483
excited,0.7085,"CEFR,Corpus,Taiwan",4.0,1363,6352
proper,0.7084,"CEFR,Corpus,Taiwan",4.0,2795,2818
advert,0.7082,"CEFR,Corpus,Taiwan",4.0,77,9541
third,0.7081,"CEFR,Corpus,Taiwan",4.0,3601,835
plate,0.7081,"CEFR,Corpus,Taiwan",4.0,2662,3157
narrow,0.708,"CEFR,Corpus,Taiwan",4.0,2366,3889
sheet,0.708,"CEFR,Corpus,Taiwan",4.0,3191,1853
paint,0.7079,"CEFR,Corpus,Taiwan",4.0,2548,3445
plug,0.7078,"CEFR,Corpus,Taiwan",4.0,2673,3137
exclude,0.7075,"CEFR,Corpus,Taiwan",4.0,1366,6377
numerous,0.7074,"CEFR,Corpus,Taiwan",4.0,2440,3726
web,0.7074,"CEFR,Corpus,Taiwan",4.0,3919,73
rare,0.7073,"CEFR,Corpus,Taiwan",4.0,2864,2682
pan,0.7071,"CEFR,Corpus,Taiwan",4.0,2554,3457
illness,0.7069,"CEFR,Corpus,Taiwan",4.0,1837,5235
painting,0.7067,"CEFR,Corpus,Taiwan",4.0,2550,3480
plain,0.7066,"CEFR,Corpus,Taiwan",4.0,2654,3226
what,0.7066,"CEFR,Corpus,Taiwan",4.0,3937,56
cigarette,0.7063,"CEFR,Corpus,Taiwan",4.0,684,8102
summer,0.7063,"CEFR,Corpus,Taiwan",4.0,3478,1201
though,0.7062,"CEFR,Corpus,Taiwan",4.0,3611,874
explicit,0.7061,"CEFR,Corpus,Taiwan",4.0,1388,6371
when,0.706,"CEFR,Corpus,Taiwan",4.0,3940,68
track,0.706,"CEFR,Corpus,Taiwan",4.0,3684,701
preparation,0.7059,"CEFR,Corpus,Taiwan",4.0,2732,3055
which,0.7059,"CEFR,Corpus,Taiwan",4.0,3946,57
dramatic,0.7056,"CEFR,Corpus,Taiwan",4.0,1174,6916
version,0.7055,"CEFR,Corpus,Taiwan",4.0,3856,292
trade,0.7054,"CEFR,Corpus,Taiwan",4.0,3685,718
will,0.7054,"CEFR,Corpus,Taiwan",4.0,3963,32
strong,0.7053,"CEFR,Corpus,Taiwan",4.0,3434,1340
promotion,0.7053,"CEFR,Corpus,Taiwan",4.0,2793,2926
southern,0.7051,"CEFR,Corpus,Taiwan",4.0,3332,1601
who,0.7051,"CEFR,Corpus,Taiwan",4.0,3951,72
bye,0.705,"CEFR,Corpus,Taiwan",4.0,531,8526
with,0.7048,"CEFR,Corpus,Taiwan",4.0,3979,13
alternatively,0.7046,"CEFR,Corpus,Taiwan",4.0,138,9508
annoying,0.7046,"CEFR,Corpus,Taiwan",4.0,176,9416
proof,0.7043,"CEFR,Corpus,Taiwan",4.0,2794,2957
way,0.7042,"CEFR,Corpus,Taiwan",4.0,3910,203
introduce,0.7041,"CEFR,Corpus,Taiwan",4.0,1949,5050
bite,0.704,"CEFR,Corpus,Taiwan",4.0,413,8848
remain,0.704,"CEFR,Corpus,Taiwan",4.0,2946,2590
well,0.704,"CEFR,Corpus,Taiwan",4.0,3931,157
try,0.704,"CEFR,Corpus,Taiwan",4.0,3718,684
frequent,0.704,"CEFR,Corpus,Taiwan",4.0,1568,5997
together,0.7039,"CEFR,Corpus,Taiwan",4.0,3652,849
want,0.7038,"CEFR,Corpus,Taiwan",4.0,3895,254
increasingly,0.7034,"CEFR,Corpus,Taiwan",4.0,1871,5266
strategy,0.7034,"CEFR,Corpus,Taiwan",4.0,3420,1439
devoted,0.7034,"CEFR,Corpus,Taiwan",4.0,1076,7233
stage,0.7032,"CEFR,Corpus,Taiwan",4.0,3369,1572
where,0.7031,"CEFR,Corpus,Taiwan",4.0,3942,159
dirt,0.703,"CEFR,Corpus,Taiwan",4.0,1101,7182
value,0.7029,"CEFR,Corpus,Taiwan",4.0,3843,410
serious,0.7029,"CEFR,Corpus,Taiwan",4.0,3157,2107
shot,0.7028,"CEFR,Corpus,Taiwan",4.0,3214,1967
shirt,0.7027,"CEFR,Corpus,Taiwan",4.0,3201,2004
thought,0.7026,"CEFR,Corpus,Taiwan",4.0,3612,991
survey,0.7025,"CEFR,Corpus,Taiwan",4.0,3493,1288
recording,0.7025,"CEFR,Corpus,Taiwan",4.0,2899,2756
formerly,0.7025,"CEFR,Corpus,Taiwan",4.0,1549,6092
sometimes,0.7023,"CEFR,Corpus,Taiwan",4.0,3314,1737
success,0.7022,"CEFR,Corpus,Taiwan",4.0,3458,1386
reduction,0.7022,"CEFR,Corpus,Taiwan",4.0,2906,2750
seem,0.7022,"CEFR,Corpus,Taiwan",4.0,3133,2190
mall,0.7021,"CEFR,Corpus,Taiwan",4.0,2191,4518
revenue,0.7021,"CEFR,Corpus,Taiwan",4.0,3015,2482
hang,0.7018,"CEFR,Corpus,Taiwan",4.0,1713,5712
situation,0.7016,"CEFR,Corpus,Taiwan",4.0,3257,1902
website,0.7013,"CEFR,Corpus,Taiwan",4.0,3920,275
regulation,0.7009,"CEFR,Corpus,Taiwan",4.0,2924,2748
visit,0.7009,"CEFR,Corpus,Taiwan",4.0,3875,399
neck,0.7009,"CEFR,Corpus,Taiwan",4.0,2380,4094
town,0.7007,"CEFR,Corpus,Taiwan",4.0,3680,888
pilot,0.7006,"CEFR,Corpus,Taiwan",4.0,2645,3447
would,0.7004,"CEFR,Corpus,Taiwan",4.0,4008,86
water,0.7004,"CEFR,Corpus,Taiwan",4.0,3908,334
work,0.7004,"CEFR,Corpus,Taiwan",4.0,3993,125
you,0.7003,"CEFR,Corpus,Taiwan",4.0,4038,15
world,0.7001,"CEFR,Corpus,Taiwan",4.0,3999,119
abandon,0.7,"CEFR,Taiwan",4.0,1,
rain,0.7,"CEFR,Corpus,Taiwan",4.0,2856,2947
your,0.6999,"CEFR,Corpus,Taiwan",4.0,4040,24
serve,0.6999,"CEFR,Corpus,Taiwan",4.0,3159,2202
true,0.6998,"CEFR,Corpus,Taiwan",4.0,3715,831
representative,0.6995,"CEFR,Corpus,Taiwan",4.0,2974,2670
separate,0.6995,"CEFR,Corpus,Taiwan",4.0,3153,2228
disagree,0.6993,"CEFR,Corpus,Taiwan",4.0,1105,7297
deeply,0.6992,"CEFR,Corpus,Taiwan",4.0,1012,7529
absorb,0.6992,"CEFR,Taiwan",4.0,12,
string,0.6988,"CEFR,Corpus,Taiwan",4.0,3430,1567
elderly,0.6988,"CEFR,Corpus,Taiwan",4.0,1241,6976
hook,0.6988,"CEFR,Corpus,Taiwan",4.0,1793,5613
treatment,0.6987,"CEFR,Corpus,Taiwan",4.0,3704,893
accidental,0.6984,"CEFR,Taiwan",4.0,23,
steel,0.6984,"CEFR,Corpus,Taiwan",4.0,3395,1669
route,0.6983,"CEFR,Corpus,Taiwan",4.0,3046,2532
accidentally,0.6983,"CEFR,Taiwan",4.0,24,
while,0.6983,"CEFR,Corpus,Taiwan",4.0,3947,308
mayor,0.6982,"CEFR,Corpus,Taiwan",4.0,2230,4552
accompany,0.6981,"CEFR,Taiwan",4.0,26,
refer,0.6981,"CEFR,Corpus,Taiwan",4.0,2907,2884
reasonable,0.6981,"CEFR,Corpus,Taiwan",4.0,2886,2937
telephone,0.698,"CEFR,Corpus,Taiwan",4.0,3553,1290
accordingto,0.698,"CEFR,Taiwan",4.0,28,
year,0.6979,"CEFR,Corpus,Taiwan",4.0,4031,112
accountfor,0.6979,"CEFR,Taiwan",4.0,30,
kick,0.6976,"CEFR,Corpus,Taiwan",4.0,2021,5089
accuse,0.6975,"CEFR,Taiwan",4.0,35,
within,0.6975,"CEFR,Corpus,Taiwan",4.0,3981,251
operate,0.6972,"CEFR,Corpus,Taiwan",4.0,2490,3943
until,0.6972,"CEFR,Corpus,Taiwan",4.0,3805,694
roll,0.6972,"CEFR,Corpus,Taiwan",4.0,3036,2595
acouple,0.6971,"CEFR,Taiwan",4.0,40,
recipe,0.6971,"CEFR,Corpus,Taiwan",4.0,2893,2953
white,0.6969,"CEFR,Corpus,Taiwan",4.0,3950,348
stand,0.6968,"CEFR,Corpus,Taiwan",4.0,3372,1778
lie,0.6968,"CEFR,Corpus,Taiwan",4.0,2097,4929
species,0.6967,"CEFR,Corpus,Taiwan",4.0,3340,1860
thank,0.6965,"CEFR,Corpus,Taiwan",4.0,3575,1285
honest,0.6965,"CEFR,Corpus,Taiwan",4.0,1790,5698
guilty,0.6964,"CEFR,Corpus,Taiwan",4.0,1698,5928
rural,0.6963,"CEFR,Corpus,Taiwan",4.0,3062,2561
studio,0.6961,"CEFR,Corpus,Taiwan",4.0,3441,1631
adapt,0.696,"CEFR,Taiwan",4.0,55,
leaf,0.6959,"CEFR,Corpus,Taiwan",4.0,2069,5029
thursday,0.6958,"CEFR,Corpus,Taiwan",4.0,3626,1183
jam,0.6957,"CEFR,Corpus,Taiwan",4.0,1978,5259
lucky,0.6957,"CEFR,Corpus,Taiwan",4.0,2165,4797
square,0.6956,"CEFR,Corpus,Taiwan",4.0,3365,1834
addup,0.6956,"CEFR,Taiwan",4.0,61,
week,0.6955,"CEFR,Corpus,Taiwan",4.0,3924,458
addupto,0.6955,"CEFR,Taiwan",4.0,62,
adequately,0.6953,"CEFR,Taiwan",4.0,64,
why,0.6953,"CEFR,Corpus,Taiwan",4.0,3956,385
tour,0.6953,"CEFR,Corpus,Taiwan",4.0,3675,1080
without,0.6953,"CEFR,Corpus,Taiwan",4.0,3982,322
west,0.6952,"CEFR,Corpus,Taiwan",4.0,3934,444
admiration,0.6951,"CEFR,Taiwan",4.0,67,
lovely,0.6951,"CEFR,Corpus,Taiwan",4.0,2158,4836
therefore,0.695,"CEFR,Corpus,Taiwan",4.0,3588,1303
admire,0.695,"CEFR,Taiwan",4.0,68,
relative,0.6949,"CEFR,Corpus,Taiwan",4.0,2932,2927
locate,0.6949,"CEFR,Corpus,Taiwan",4.0,2130,4911
raw,0.6948,"CEFR,Corpus,Taiwan",4.0,2872,3079
grain,0.6946,"CEFR,Corpus,Taiwan",4.0,1667,6063
upon,0.6946,"CEFR,Corpus,Taiwan",4.0,3812,765
consist,0.6945,"CEFR,Corpus,Taiwan",4.0,835,8123
rise,0.6945,"CEFR,Corpus,Taiwan",4.0,3029,2703
teaching,0.6942,"CEFR,Corpus,Taiwan",4.0,3541,1448
fold,0.6941,"CEFR,Corpus,Taiwan",4.0,1528,6423
removal,0.694,"CEFR,Corpus,Taiwan",4.0,2955,2902
organized,0.694,"CEFR,Corpus,Taiwan",4.0,2512,3997
cheque,0.6939,"CEFR,Corpus,Taiwan",4.0,662,8570
inform,0.6939,"CEFR,Corpus,Taiwan",4.0,1894,5526
soft,0.6939,"CEFR,Corpus,Taiwan",4.0,3300,2052
relief,0.6939,"CEFR,Corpus,Taiwan",4.0,2941,2940
unit,0.6938,"CEFR,Corpus,Taiwan",4.0,3786,855
affection,0.6938,"CEFR,Taiwan",4.0,85,
turn,0.6936,"CEFR,Corpus,Taiwan",4.0,3727,1007
row,0.6934,"CEFR,Corpus,Taiwan",4.0,3048,2691
nurse,0.6932,"CEFR,Corpus,Taiwan",4.0,2441,4200
sexual,0.6931,"CEFR,Corpus,Taiwan",4.0,3176,2387
war,0.6928,"CEFR,Corpus,Taiwan",4.0,3897,615
invite,0.6927,"CEFR,Corpus,Taiwan",4.0,1956,5412
defend,0.6926,"CEFR,Corpus,Taiwan",4.0,1016,7739
involve,0.6925,"CEFR,Corpus,Taiwan",4.0,1957,5419
piano,0.6918,"CEFR,Corpus,Taiwan",4.0,2636,3763
surface,0.6918,"CEFR,Corpus,Taiwan",4.0,3490,1653
alarmed,0.6918,"CEFR,Taiwan",4.0,112,
alarming,0.6917,"CEFR,Taiwan",4.0,113,
alcoholic,0.6915,"CEFR,Taiwan",4.0,116,
allowfor,0.691,"CEFR,Taiwan",4.0,122,
tool,0.691,"CEFR,Corpus,Taiwan",4.0,3665,1247
prepare,0.6909,"CEFR,Corpus,Taiwan",4.0,2733,3552
remains,0.6909,"CEFR,Corpus,Taiwan",4.0,2948,3021
allright,0.6909,"CEFR,Taiwan",4.0,124,
ally,0.6908,"CEFR,Taiwan",4.0,125,
target,0.6907,"CEFR,Corpus,Taiwan",4.0,3533,1584
secret,0.6906,"CEFR,Corpus,Taiwan",4.0,3123,2600
represent,0.6905,"CEFR,Corpus,Taiwan",4.0,2972,2976
alongside,0.6905,"CEFR,Taiwan",4.0,129,
smart,0.6905,"CEFR,Corpus,Taiwan",4.0,3284,2207
aloud,0.6904,"CEFR,Taiwan",4.0,130,
pure,0.6904,"CEFR,Corpus,Taiwan",4.0,2827,3337
alphabet,0.6904,"CEFR,Taiwan",4.0,131,
horizontal,0.6903,"CEFR,Corpus,Taiwan",4.0,1795,5891
alphabetically,0.6902,"CEFR,Taiwan",4.0,133,
usually,0.6902,"CEFR,Corpus,Taiwan",4.0,3838,847
thus,0.69,"CEFR,Corpus,Taiwan",4.0,3627,1373
stone,0.6899,"CEFR,Corpus,Taiwan",4.0,3407,1922
altogether,0.6897,"CEFR,Taiwan",4.0,140,
qualified,0.6896,"CEFR,Corpus,Taiwan",4.0,2835,3344
tuesday,0.6896,"CEFR,Corpus,Taiwan",4.0,3724,1149
jeans,0.6895,"CEFR,Corpus,Taiwan",4.0,1986,5445
amaze,0.6894,"CEFR,Taiwan",4.0,144,
amazed,0.6893,"CEFR,Taiwan",4.0,145,
via,0.6893,"CEFR,Corpus,Taiwan",4.0,3859,826
murder,0.6892,"CEFR,Corpus,Taiwan",4.0,2351,4553
fancy,0.6892,"CEFR,Corpus,Taiwan",4.0,1433,6823
ambition,0.6891,"CEFR,Taiwan",4.0,148,
signal,0.689,"CEFR,Corpus,Taiwan",4.0,3232,2383
ambulance,0.689,"CEFR,Taiwan",4.0,149,
scene,0.689,"CEFR,Corpus,Taiwan",4.0,3099,2712
enquiry,0.6889,"CEFR,Corpus,Taiwan",4.0,1297,7168
amountto,0.6887,"CEFR,Taiwan",4.0,154,
amuse,0.6886,"CEFR,Taiwan",4.0,155,
amused,0.6885,"CEFR,Taiwan",4.0,156,
amusing,0.6884,"CEFR,Taiwan",4.0,157,
